GUS,DistrictGAID,ProvinceGAID,CountryGAID,CommuneName,DistrictName,ProvinceName,GAID,OwnerGAID,Name
0296495,1226,30,1,Strzałkowo,słupecki,Wielkopolskie,141649,5073,Kościanki
0282932,1230,30,1,Dobra,turecki,Wielkopolskie,142217,5114,Kościanki
0209823,1210,30,1,Szczytniki,kaliski,Wielkopolskie,125525,4854,Kościany
0886908,1074,6,1,Dołhobyczów,hrubieszowski,Lubelskie,123464,3525,Kościaszyn
0264130,939,12,1,Racławice,miechowski,Małopolskie,105077,2129,Kościejów
0364624,1026,2,1,Krotoszyce,legnicki,Dolnośląskie,117568,3054,Kościelec
0093734,1054,4,1,Pakość,inowrocławski,Kujawsko-pomorskie,120489,3330,Kościelec
0331910,945,12,1,Proszowice,proszowicki,Małopolskie,105697,2221,Kościelec
0144549,5,24,1,Rędziny,częstochowski,Śląskie,942,415,Kościelec
0204240,1210,30,1,Mycielin,kaliski,Wielkopolskie,125443,4849,Kościelec
0288030,1212,30,1,Kościelec,kolski,Wielkopolskie,125867,4876,Kościelec
0204263,1210,30,1,Mycielin,kaliski,Wielkopolskie,125434,4849,Kościelec-Kolonia
0151934,1157,22,1,Malbork,malborski,Pomorskie,135168,4306,Kościeleczki
0144294,989,16,1,Radłów,oleski,Opolskie,108295,2648,Kościeliska
0468447,948,12,1,Kościelisko,tatrzański,Małopolskie,105987,2265,Kościelisko
0733671,1014,14,1,Nowa Sucha,sochaczewski,Mazowieckie,116079,2928,Kościelna Góra
0172267,1161,22,1,Smętowo Graniczne,starogardzki,Pomorskie,135855,4350,Kościelna Jania
0193000,1043,2,1,Węgliniec,zgorzelecki,Dolnośląskie,119349,3238,Kościelna Wieś
0867012,1058,4,1,Osięciny,radziejowski,Kujawsko-pomorskie,121160,3370,Kościelna Wieś
0198433,1223,30,1,Gołuchów,pleszewski,Wielkopolskie,127603,5019,Kościelna Wieś
1043951,1183,28,1,Sępopol,bartoszycki,Warmińsko-mazurskie,139015,4593,Kościelne
0298614,918,10,1,Uniejów,poddębicki,Łódzkie,150766,1908,Kościelnica
0190325,1027,2,1,Lubań,lubański,Dolnośląskie,117657,3067,Kościelnik
0190331,1027,2,1,Lubań,lubański,Dolnośląskie,117665,3067,Kościelniki Dolne
0190124,1027,2,1,Leśna,lubański,Dolnośląskie,117650,3066,Kościelniki Górne
0190147,1027,2,1,Leśna,lubański,Dolnośląskie,117647,3066,Kościelniki Średnie
0017058,1071,6,1,Piszczac,bialski,Lubelskie,122887,3480,Kościeniewicze
0302882,1239,32,1,Białogard,białogardzki,Zachodniopomorskie,142879,5176,Kościernica
0308962,1247,32,1,Polanów,koszaliński,Zachodniopomorskie,144265,5288,Kościernica
0309275,1247,32,1,Polanów,koszaliński,Zachodniopomorskie,144280,5288,Kościerniczka
0164434,1154,22,1,Kościerzyna,kościerski,Pomorskie,134802,4286,Kościerska Huta
0310960,1247,32,1,Sianów,koszaliński,Zachodniopomorskie,144370,5291,Kościerza
0498550,982,16,1,Lubsza,brzeski,Opolskie,107600,2571,Kościerzyce
0719702,921,10,1,Wróblew,sieradzki,Łódzkie,102938,1950,Kościerzyn
0527530,1222,30,1,Łobżenica,pilski,Wielkopolskie,127403,5003,Kościerzyn Mały
0533481,1222,30,1,Wyrzysk,pilski,Wielkopolskie,127484,5011,Kościerzyn Wielki
0934553,1154,22,1,Kościerzyna,kościerski,Pomorskie,134735,4283,Kościerzyna
0164730,1154,22,1,Kościerzyna,kościerski,Pomorskie,134795,4286,Kościerzyna-Stare Nadleśnictwo
0164440,1154,22,1,Kościerzyna,kościerski,Pomorskie,134801,4286,Kościerzyna-Wybudowanie
0128533,1010,14,1,Świercze,pułtuski,Mazowieckie,114970,2882,Kościesze
0086898,1056,4,1,Jeziora Wielkie,mogileński,Kujawsko-pomorskie,120777,3347,Kościeszki
0300370,1213,30,1,Wilczyn,koniński,Wielkopolskie,161697,4905,Kościeszki
0774210,1249,32,1,Dobra (Szczecińska),policki,Zachodniopomorskie,144550,5304,Kościno
0301760,1226,30,1,Zagórów,słupecki,Wielkopolskie,141682,5076,Kościołków
0025164,1134,20,1,Choroszcz,białostocki,Podlaskie,130644,4076,Kościuki
0035270,1141,20,1,Milejczyce,siemiatycki,Podlaskie,132516,4180,Kościukowicze
0553147,1109,10,1,Szczerców,bełchatowski,Łódzkie,128280,3880,Kościuszki
0780446,1242,32,1,Osina,goleniowski,Zachodniopomorskie,143435,5220,Kościuszki
0569533,1005,14,1,Łąck,płocki,Mazowieckie,113804,2826,Kościuszków
0631166,1011,14,1,Pionki,radomski,Mazowieckie,115206,2894,Kościuszków
0204642,1220,30,1,Nowe Skalmierzyce,ostrowski,Wielkopolskie,127100,4974,Kościuszków
0374278,1207,30,1,Pępowo,gostyński,Wielkopolskie,125015,4816,Kościuszkowo
1019987,1071,6,1,Biała Podlaska,bialski,Lubelskie,122693,3472,Koślawe
0158600,1164,22,1,Sztum,sztumski,Pomorskie,136330,4381,Koślinka
0142071,8,24,1,Pawonków,lubliniecki,Śląskie,1287,707,Kośmidry
0758760,1200,28,1,Gołdap,gołdapski,Warmińsko-mazurskie,124353,4758,Kośmidry
0394393,1084,6,1,Żyrzyn,puławski,Lubelskie,110316,3653,Kośmin
0622256,959,14,1,Grójec,grójecki,Mazowieckie,97717,2357,Kośmin
0687126,965,14,1,Siennica,miński,Mazowieckie,99011,2427,Kośminy
0721751,926,10,1,Zduńska Wola,zduńskowolski,Łódzkie,103854,2000,Krobanów
0721550,926,10,1,Zduńska Wola,zduńskowolski,Łódzkie,103855,2000,Krobanówek
0846346,1062,4,1,Lubicz,toruński,Kujawsko-pomorskie,121778,3410,Krobia
0511284,968,14,1,Kadzidło,ostrołęcki,Mazowieckie,99639,2454,Krobia
0954538,1207,30,1,Krobia,gostyński,Wielkopolskie,124982,4814,Krobia
0191253,1029,2,1,Mirsk,lwówecki,Dolnośląskie,117831,3090,Krobica
0186795,1097,8,1,Skwierzyna,międzyrzecki,Lubuskie,111542,3751,Krobielewko
0185867,1097,8,1,Przytoczna,międzyrzecki,Lubuskie,111495,3747,Krobielewo
0795979,1177,26,1,Klimontów,sandomierski,Świętokrzyskie,138153,6242,Krobielice
0875023,1041,2,1,Kąty Wrocławskie,wrocławski,Dolnośląskie,119046,3202,Krobielowice
0796000,1177,26,1,Klimontów,sandomierski,Świętokrzyskie,138129,6242,Kroblice Pęchowskie
0106900,1073,6,1,Sawin,chełmski,Lubelskie,123320,3518,Krobonosz
0622279,959,14,1,Grójec,grójecki,Mazowieckie,97724,2357,Krobów
0491328,991,16,1,Biała,prudnicki,Opolskie,108499,2672,Krobusz
0129840,1006,14,1,Załuski,płoński,Mazowieckie,114378,2848,Kroczewo
0625912,974,14,1,Kazanów,zwoleński,Mazowieckie,100660,2516,Kroczów Mniejszy
0625958,974,14,1,Kazanów,zwoleński,Mazowieckie,100642,2516,Kroczów Większy
0136509,16,24,1,Kroczyce,zawierciański,Śląskie,145775,1502,Kroczyce
0630362,1016,14,1,Orońsko,szydłowiecki,Mazowieckie,116468,2946,Krogulcza Mokra
0630379,1016,14,1,Orońsko,szydłowiecki,Mazowieckie,116479,2946,Krogulcza Sucha
0120106,967,14,1,Nasielsk,nowodworski,Mazowieckie,99384,2445,Krogule
0191425,1023,2,1,Mysłakowice,karkonoski,Dolnośląskie,117257,3017,Krogulec
0867319,1058,4,1,Piotrków Kujawski,radziejowski,Kujawsko-pomorskie,121188,3373,Krogulec
0542132,1181,26,1,Kluczewsko,włoszczowski,Świętokrzyskie,138650,4575,Krogulec
0501972,987,16,1,Pokój,namysłowski,Opolskie,107991,2614,Krogulna
0081688,1150,22,1,Chojnice,chojnicki,Pomorskie,134188,4247,Krojanty
0862345,1055,4,1,Dobrzyń nad Wisłą,lipnowski,Kujawsko-pomorskie,120603,3338,Krojczyn
0714490,926,10,1,Szadek,zduńskowolski,Łódzkie,103779,1998,Krokocice
0756407,1187,28,1,Ełk,ełcki,Warmińsko-mazurskie,139614,4629,Krokocie
0165110,1159,22,1,Krokowa,pucki,Pomorskie,135347,4324,Krokowa
0479333,1193,28,1,Kozłowo,nidzicki,Warmińsko-mazurskie,140715,4680,Krokowo
0476843,1196,28,1,Jeziorany,olsztyński,Warmińsko-mazurskie,141200,4708,Krokowo
0313408,1247,32,1,Świeszyno,koszaliński,Zachodniopomorskie,144390,5292,Krokowo
0470645,1183,28,1,Bartoszyce,bartoszycki,Warmińsko-mazurskie,138814,4586,Kromarki
0469872,1196,28,1,Barczewo,olsztyński,Warmińsko-mazurskie,141037,4697,Kromerowo
0192382,1023,2,1,Stara Kamienica,karkonoski,Dolnośląskie,117273,3019,Kromnów
0009716,1014,14,1,Brochów,sochaczewski,Mazowieckie,115961,2925,Kromnów
0374901,1207,30,1,Pogorzela,gostyński,Wielkopolskie,125053,4820,Kromolice
0586603,1224,30,1,Kórnik,poznański,Wielkopolskie,127764,5037,Kromolice
0368898,1020,2,1,Żukowice,głogowski,Dolnośląskie,117032,2994,Kromolin
0714917,926,10,1,Szadek,zduńskowolski,Łódzkie,146392,1998,Kromolin Nowy
0714768,926,10,1,Szadek,zduńskowolski,Łódzkie,103781,1998,Kromolin Stary
0504551,986,16,1,Walce,krapkowicki,Opolskie,107928,2606,Kromołów
0860760,1065,4,1,Chodecz,włocławski,Kujawsko-pomorskie,122219,3438,Kromszewice
0154387,1186,28,1,Pasłęk,elbląski,Warmińsko-mazurskie,139533,4623,Kronin
0469895,1196,28,1,Barczewo,olsztyński,Warmińsko-mazurskie,141055,4697,Kronówko
0767598,1188,28,1,Ryn,giżycki,Warmińsko-mazurskie,139872,4639,Kronowo
0469889,1196,28,1,Barczewo,olsztyński,Warmińsko-mazurskie,141033,4697,Kronowo
0268470,939,12,1,Słaboszów,miechowski,Małopolskie,105091,2130,Kropidło
0399048,1144,20,1,Kobylin-Borzymy,wysokomazowiecki,Podlaskie,133442,4215,Kropiewnica-Gajki
0399060,1144,20,1,Kobylin-Borzymy,wysokomazowiecki,Podlaskie,133437,4215,Kropiewnica-Racibory
0108269,1083,6,1,Sosnowica,parczewski,Lubelskie,110172,3638,Kropiwki
0769019,1143,20,1,Suwałki,suwalski,Podlaskie,133185,4206,Kropiwne Nowe
0769195,1143,20,1,Suwałki,suwalski,Podlaskie,133181,4206,Kropiwne Stare
0035560,1139,20,1,Mońki,moniecki,Podlaskie,132219,4166,Kropiwnica
0908521,1098,8,1,Bytom Odrzański,nowosolski,Lubuskie,111564,3758,Kropiwnik
0026548,1142,20,1,Dąbrowa Białostocka,sokólski,Podlaskie,132650,4186,Kropiwno
0361608,994,18,1,Ustrzyki Dolne,bieszczadzki,Podkarpackie,112556,2702,Krościenko
0436743,942,12,1,Krościenko nad Dunajcem,nowotarski,Małopolskie,105407,2177,Krościenko nad Dunajcem
0355080,1000,18,1,Krościenko Wyżne,krośnieński,Podkarpackie,113063,2760,Krościenko Wyżne
0111722,1006,14,1,Baboszewo,płoński,Mazowieckie,114078,2839,Krościn
0879819,1038,2,1,Prusice,trzebnicki,Dolnośląskie,118682,3168,Krościna Mała
0879825,1038,2,1,Prusice,trzebnicki,Dolnośląskie,118669,3168,Krościna Wielka
0166309,1154,22,1,Lipusz,kościerski,Pomorskie,134880,4288,Krosewo
0154401,1186,28,1,Pasłęk,elbląski,Warmińsko-mazurskie,139502,4623,Krosienko
0528706,1205,30,1,Połajewo,czarnkowsko-trzcianecki,Wielkopolskie,124628,4782,Krosin
0528741,1205,30,1,Połajewo,czarnkowsko-trzcianecki,Wielkopolskie,124636,4782,Krosinek
0589547,1224,30,1,Mosina,poznański,Wielkopolskie,127785,5040,Krosinko
0313762,1239,32,1,Tychowo,białogardzki,Zachodniopomorskie,142970,5180,Krosinko
0782617,1115,32,1,Resko,łobeski,Zachodniopomorskie,129568,3943,Krosino
0312870,1254,32,1,Świdwin,świdwiński,Zachodniopomorskie,129387,3922,Krosino
0306495,1253,32,1,Grzmiąca,szczecinecki,Zachodniopomorskie,145192,5356,Krosino
0437642,938,12,1,Laskowa,limanowski,Małopolskie,104904,2115,Krosna
0000649,1007,14,1,Brwinów,pruszkowski,Mazowieckie,114416,2853,Krosna-Parcela
0000610,1007,14,1,Brwinów,pruszkowski,Mazowieckie,114408,2853,Krosna-Wieś
0437004,942,12,1,Krościenko nad Dunajcem,nowotarski,Małopolskie,105410,2177,Krośnica
0495504,992,16,1,Izbicko,strzelecki,Opolskie,108570,2680,Krośnica
0876420,1030,2,1,Krośnice,milicki,Dolnośląskie,117909,3095,Krośnice
0127367,966,14,1,Stupsk,mławski,Mazowieckie,99199,2435,Krośnice
0969095,1110,10,1,Krośniewice,kutnowski,Łódzkie,128407,3888,Krośniewice
0539911,917,10,1,Gorzkowice,piotrkowski,Łódzkie,101497,1890,Krosno
0952410,1129,18,1,Krosno,Krosno,Podkarpackie,130449,4061,Krosno
0043140,1134,20,1,Tykocin,białostocki,Podlaskie,130996,4097,Krosno
0154393,1186,28,1,Pasłęk,elbląski,Warmińsko-mazurskie,139490,4623,Krosno
0153838,1191,28,1,Orneta,lidzbarski,Warmińsko-mazurskie,140479,4670,Krosno
0589553,1224,30,1,Mosina,poznański,Wielkopolskie,127807,5040,Krosno
0531855,1231,30,1,Wągrowiec,wągrowiecki,Wielkopolskie,142497,5133,Krosno
0988460,1096,8,1,Krosno Odrzańskie,krośnieński,Lubuskie,111415,3740,Krosno Odrzańskie
0539940,917,10,1,Gorzkowice,piotrkowski,Łódzkie,171481,1890,Krosno-Dąbrowy
0737953,922,10,1,Słupia,skierniewicki,Łódzkie,103154,1962,Krosnowa
0852861,1025,2,1,Kłodzko,kłodzki,Dolnośląskie,117403,3034,Krosnowice
0740903,1149,22,1,Borzytuchom,bytowski,Pomorskie,133826,4229,Krosnowo
0524298,1222,30,1,Białośliwie,pilski,Wielkopolskie,127382,4999,Krostkowo
0214468,15,24,1,Godów,wodzisławski,Śląskie,1617,1401,Krostoszowice
0754360,1133,20,1,Bargłów Kościelny,augustowski,Podlaskie,130501,4067,Kroszewo
0754377,1133,20,1,Bargłów Kościelny,augustowski,Podlaskie,130524,4067,Kroszówka
0364720,1026,2,1,Krotoszyce,legnicki,Dolnośląskie,117550,3054,Krotoszyce
0867035,1058,4,1,Osięciny,radziejowski,Kujawsko-pomorskie,121144,3370,Krotoszyn
0079378,1066,4,1,Barcin,żniński,Kujawsko-pomorskie,122513,3454,Krotoszyn
0936931,1215,30,1,Krotoszyn,krotoszyński,Wielkopolskie,126581,4925,Krotoszyn
0840094,1194,28,1,Biskupiec,nowomiejski,Warmińsko-mazurskie,140808,4685,Krotoszyny
0797820,1177,26,1,Łoniów,sandomierski,Świętokrzyskie,138192,4540,Krowia Góra
0218905,12,24,1,Pietrowice Wielkie,raciborski,Śląskie,1494,1106,Krowiarki
0107608,1073,6,1,Siedliszcze,chełmski,Lubelskie,123357,5778,Krowica
0606122,1002,18,1,Lubaczów,lubaczowski,Podkarpackie,113191,2778,Krowica Hołodowska
0606168,1002,18,1,Lubaczów,lubaczowski,Podkarpackie,113176,2778,Krowica Lasowa
0209846,1210,30,1,Szczytniki,kaliski,Wielkopolskie,125530,4854,Krowica Pusta
0606180,1002,18,1,Lubaczów,lubaczowski,Podkarpackie,113185,2778,Krowica Sama
0209852,1210,30,1,Szczytniki,kaliski,Wielkopolskie,125514,4854,Krowica Zawodnia
0866455,1065,4,1,Lubraniec,włocławski,Kujawsko-pomorskie,122413,3450,Krowice
0281677,1230,30,1,Brudzew,turecki,Wielkopolskie,142170,5111,Krwony
0895497,1090,6,1,Nielisz,zamojski,Lubelskie,111041,3708,Krzak
0699922,921,10,1,Brzeźnio,sieradzki,Łódzkie,102730,1942,Krzaki
0804454,1125,18,1,Pysznica,stalowowolski,Podkarpackie,146614,4035,Krzaki
0001790,971,14,1,Góra Kalwaria,piaseczyński,Mazowieckie,113360,2804,Krzaki Czaplinkowskie
0719837,921,10,1,Wróblew,sieradzki,Łódzkie,102943,1950,Krzakowizna
0371647,1214,30,1,Kościan,kościański,Wielkopolskie,126444,4910,Krzan
0215427,12,24,1,Krzanowice,raciborski,Śląskie,1451,4416,Krzanowice
0990511,12,24,1,Krzanowice,raciborski,Śląskie,156305,4417,Krzanowice
0267074,1170,26,1,Sędziszów,jędrzejowski,Świętokrzyskie,136745,4451,Krzcięcice
0639222,1016,14,1,Szydłowiec,szydłowiecki,Mazowieckie,116490,2949,Krzcięcin
0796594,1177,26,1,Koprzywnica,sandomierski,Świętokrzyskie,138174,4539,Krzcin
0384928,1080,6,1,Ludwin,łęczyński,Lubelskie,109588,3601,Krzczeń
0856089,1037,2,1,Świdnica,świdnicki,Dolnośląskie,118607,3159,Krzczonów
0618237,914,10,1,Drzewica,opoczyński,Łódzkie,100956,1860,Krzczonów
1064634,1079,6,1,Krzczonów,lubelski,Lubelskie,146609,3592,Krzczonów
0338236,940,12,1,Tokarnia,myślenicki,Małopolskie,105159,2144,Krzczonów
0257816,1171,26,1,Opatowiec,kazimierski,Świętokrzyskie,136935,4460,Krzczonów
0384124,1079,6,1,Krzczonów,lubelski,Lubelskie,109422,3592,Krzczonów Drugi
0384130,1079,6,1,Krzczonów,lubelski,Lubelskie,109415,3592,Krzczonów Pierwszy
0384147,1079,6,1,Krzczonów,lubelski,Lubelskie,109405,3592,Krzczonów Trzeci
0789594,1175,26,1,Ćmielów,ostrowiecki,Świętokrzyskie,137911,4520,Krzczonowice
0807435,1180,26,1,Staszów,staszowski,Świętokrzyskie,138573,4573,Krzczonowice
0213026,943,12,1,Bolesław,olkuski,Małopolskie,105459,2189,Krze
0735316,976,14,1,Radziejowice,żyrardowski,Mazowieckie,107455,2538,Krze Duże
0335166,937,12,1,Skawina,krakowski,Małopolskie,104772,2099,Krzęcin
0182403,1240,32,1,Krzęcin,choszczeński,Zachodniopomorskie,143070,5188,Krzęcin
0311786,1254,32,1,Sławoborze,świdwiński,Zachodniopomorskie,129340,3921,Krzecko
0125374,975,14,1,Siemiątkowo,żuromiński,Mazowieckie,107294,2529,Krzeczanowo
0396736,1139,20,1,Goniądz,moniecki,Podlaskie,132112,4157,Krzecze
0469292,1190,28,1,Barciany,kętrzyński,Warmińsko-mazurskie,140151,4655,Krzeczewo
0604844,1120,18,1,Krasiczyn,przemyski,Podkarpackie,129801,3970,Krzeczkowa
0806915,1177,26,1,Samborzec,sandomierski,Świętokrzyskie,138228,4542,Krzeczkowice
0035576,1139,20,1,Mońki,moniecki,Podlaskie,132192,4166,Krzeczkowo
0396297,1144,20,1,Czyżew,wysokomazowiecki,Podlaskie,133363,5481,Krzeczkowo Mianowskie
0396280,1144,20,1,Czyżew,wysokomazowiecki,Podlaskie,133338,5481,Krzeczkowo-Gromadzyn
0396305,1144,20,1,Czyżew,wysokomazowiecki,Podlaskie,133330,5481,Krzeczkowo-Nowe Bieńki
0396311,1144,20,1,Czyżew,wysokomazowiecki,Podlaskie,133367,5481,Krzeczkowo-Stare Bieńki
0396328,1144,20,1,Czyżew,wysokomazowiecki,Podlaskie,133365,5481,Krzeczkowo-Szepielaki
0718453,924,10,1,Wierzchlas,wieluński,Łódzkie,103620,1985,Krzeczów
0830121,932,12,1,Rzezawa,bocheński,Małopolskie,104330,2035,Krzeczów
0441030,940,12,1,Lubień,myślenicki,Małopolskie,105115,2134,Krzeczów
0604270,1121,18,1,Kańczuga,przeworski,Podkarpackie,129910,3983,Krzeczowice
0879009,1031,2,1,Oleśnica,oleśnicki,Dolnośląskie,118047,3108,Krzeczyn
0365316,1028,2,1,Lubin,lubiński,Dolnośląskie,117720,3074,Krzeczyn Mały
0365322,1028,2,1,Lubin,lubiński,Dolnośląskie,117702,3074,Krzeczyn Wielki
0307610,1251,32,1,Malechowo,sławieński,Zachodniopomorskie,144781,5325,Krzekoszewo
0363837,1020,2,1,Głogów,głogowski,Dolnośląskie,116962,2990,Krzekotów
0364535,1020,2,1,Kotla,głogowski,Dolnośląskie,117002,2992,Krzekotówek
0374284,1207,30,1,Pępowo,gostyński,Wielkopolskie,125013,4816,Krzekotowice
0083612,1056,4,1,Dąbrowa,mogileński,Kujawsko-pomorskie,120756,3346,Krzekotowo
0151472,1184,28,1,Lelkowo,braniewski,Warmińsko-mazurskie,139112,4599,Krzekoty
0856787,1042,2,1,Ziębice,ząbkowicki,Dolnośląskie,119293,3223,Krzelków
0882709,1040,2,1,Wińsko,wołowski,Dolnośląskie,118907,3193,Krzelów
0267080,1170,26,1,Sędziszów,jędrzejowski,Świętokrzyskie,136736,4451,Krzelów
0759305,1143,20,1,Jeleniewo,suwalski,Podlaskie,133047,4202,Krzemianka
0638748,954,14,1,Stromiec,białobrzeski,Mazowieckie,106280,2305,Krzemień
0116903,964,14,1,Karniewo,makowski,Mazowieckie,98553,2403,Krzemień
0774411,1252,32,1,Dobrzany,stargardzki,Zachodniopomorskie,144893,5334,Krzemień
0791013,1075,6,1,Dzwola,janowski,Lubelskie,108678,3534,Krzemień Drugi
0791071,1075,6,1,Dzwola,janowski,Lubelskie,108673,3534,Krzemień Pierwszy
0672745,1015,14,1,Jabłonna Lacka,sokołowski,Mazowieckie,116261,2935,Krzemień-Wieś
0672774,1015,14,1,Jabłonna Lacka,sokołowski,Mazowieckie,116265,2935,Krzemień-Zagacie
0537409,923,10,1,Czerniewice,tomaszowski,Łódzkie,103212,1966,Krzemienica
0647279,1003,18,1,Czarna,łańcucki,Podkarpackie,113253,2789,Krzemienica
0665372,1004,18,1,Gawłuszowice,mielecki,Podkarpackie,113301,2797,Krzemienica
0750735,1160,22,1,Redzikowo,słupski,Pomorskie,135654,4335,Krzemienica
0702423,918,10,1,Dalików,poddębicki,Łódzkie,101831,1901,Krzemieniew
0539963,917,10,1,Gorzkowice,piotrkowski,Łódzkie,101485,1890,Krzemieniewice
0742523,1151,22,1,Czarne,człuchowski,Pomorskie,134281,4255,Krzemieniewo
0845625,1194,28,1,Kurzętnik,nowomiejski,Warmińsko-mazurskie,140836,4687,Krzemieniewo
0372345,1216,30,1,Krzemieniewo,leszczyński,Wielkopolskie,126663,4931,Krzemieniewo
0350846,995,18,1,Dydnia,brzozowski,Podkarpackie,112605,2707,Krzemienna
0774109,1115,32,1,Dobra,łobeski,Zachodniopomorskie,129507,3936,Krzemienna
0198195,1210,30,1,Godziesze Wielkie,kaliski,Wielkopolskie,125368,4846,Krzemionka
0478799,1190,28,1,Korsze,kętrzyński,Warmińsko-mazurskie,140270,4659,Krzemity
0781865,1250,32,1,Pyrzyce,pyrzycki,Zachodniopomorskie,144682,5320,Krzemlin
0781871,1250,32,1,Pyrzyce,pyrzycki,Zachodniopomorskie,144700,5320,Krzemlinek
0182099,1101,8,1,Krzeszyce,sulęciński,Lubuskie,111868,3793,Krzemów
0784243,1245,32,1,Świerzno,kamieński,Zachodniopomorskie,143899,5268,Krzemykowo
0540529,917,10,1,Grabica,piotrkowski,Łódzkie,171465,1891,Krzepczów Nowy
0540535,917,10,1,Grabica,piotrkowski,Łódzkie,171466,1891,Krzepczów Stary
0880478,1035,2,1,Strzelin,strzeliński,Dolnośląskie,118351,3138,Krzepice
0931862,7,24,1,Krzepice,kłobucki,Śląskie,1044,4406,Krzepice
0145388,1181,26,1,Secemin,włoszczowski,Świętokrzyskie,138729,4579,Krzepice
0913775,1106,8,1,Sława,wschowski,Lubuskie,112452,3865,Krzepielów
0145394,1181,26,1,Secemin,włoszczowski,Świętokrzyskie,138720,4579,Krzepin
0088160,1057,4,1,Kcynia,nakielski,Kujawsko-pomorskie,120924,3356,Krzepiszyn
0784250,1245,32,1,Świerzno,kamieński,Zachodniopomorskie,143889,5268,Krzepocin
0570068,1112,10,1,Łęczyca,łęczycki,Łódzkie,129025,3910,Krzepocin Drugi
0570051,1112,10,1,Łęczyca,łęczycki,Łódzkie,129009,3910,Krzepocin Pierwszy
0716520,918,10,1,Wartkowice,poddębicki,Łódzkie,102053,1909,Krzepocinek
0875030,1041,2,1,Kąty Wrocławskie,wrocławski,Dolnośląskie,119055,3202,Krzeptów
0385833,1087,6,1,Mełgiew,świdnicki,Lubelskie,110543,3671,Krzesimów
0311987,1254,32,1,Sławoborze,świdwiński,Zachodniopomorskie,129331,3921,Krzesimowo
0568717,1110,10,1,Kutno,kutnowski,Łódzkie,128516,3891,Krzesin
0908700,1099,8,1,Cybinka,słubicki,Lubuskie,111649,3771,Krzesin
0568730,1110,10,1,Kutno,kutnowski,Łódzkie,128506,3891,Krzesin-Parcela
0568746,1110,10,1,Kutno,kutnowski,Łódzkie,150653,3891,Krzesinówek
0696473,1012,14,1,Zbuczyn,siedlecki,Mazowieckie,115681,2916,Krzesk-Królowa Niwa
0696480,1012,14,1,Zbuczyn,siedlecki,Mazowieckie,115687,2916,Krzesk-Majątek
0635276,1009,14,1,Rusinów,przysuski,Mazowieckie,114808,2874,Krzesławice
0747561,1149,22,1,Miastko,bytowski,Pomorskie,134010,4238,Krzeszewo
0595832,1227,30,1,Szamotuły,szamotulski,Wielkopolskie,141832,5089,Krzeszkowice
0174088,1153,22,1,Stężyca,kartuski,Pomorskie,134681,4278,Krzeszna
0189919,1024,2,1,Kamienna Góra,kamiennogórski,Dolnośląskie,117297,3021,Krzeszów
0068430,946,12,1,Stryszawa,suski,Małopolskie,105766,2231,Krzeszów
0796973,1119,18,1,Krzeszów,niżański,Podkarpackie,129703,3957,Krzeszów
0796996,1119,18,1,Krzeszów,niżański,Podkarpackie,129706,3957,Krzeszów Dolny
0793259,1119,18,1,Harasiuki,niżański,Podkarpackie,129656,3954,Krzeszów Górny
0189925,1024,2,1,Kamienna Góra,kamiennogórski,Dolnośląskie,117284,3021,Krzeszówek
0951570,937,12,1,Krzeszowice,krakowski,Małopolskie,104694,2089,Krzeszowice
0246534,939,12,1,Książ Wielki,miechowski,Małopolskie,105016,2125,Krzeszówka
0182107,1101,8,1,Krzeszyce,sulęciński,Lubuskie,111874,3793,Krzeszyce
0554916,919,10,1,Wielgomłyny,radomszczański,Łódzkie,102387,1927,Krzętów
0002826,965,14,1,Halinów,miński,Mazowieckie,98859,2419,Krzewina
0526498,1222,30,1,Kaczory,pilski,Wielkopolskie,127390,5000,Krzewina
1009641,1242,32,1,Goleniów,goleniowski,Zachodniopomorskie,143334,5213,Krzewno
0376930,1216,30,1,Święciechowa,leszczyński,Wielkopolskie,126731,4939,Krzycko Małe
0377704,1216,30,1,Włoszakowice,leszczyński,Wielkopolskie,126750,4941,Krzycko Wielkie
0212890,943,12,1,Bolesław,olkuski,Małopolskie,105462,2189,Krzykawa
0212950,943,12,1,Bolesław,olkuski,Małopolskie,105467,2189,Krzykawka
0586833,1228,30,1,Krzykosy,średzki,Wielkopolskie,141932,5094,Krzykosy
0873573,1041,2,1,Czernica,wrocławski,Dolnośląskie,118968,3197,Krzyków
0289288,1213,30,1,Krzymów,koniński,Wielkopolskie,126112,4891,Krzymów
0512450,1008,14,1,Krzynowłoga Mała,przasnyski,Mazowieckie,114625,2864,Krzynowłoga Mała
0583467,1206,30,1,Gniezno,gnieźnieński,Wielkopolskie,124737,4793,Krzyszczewo
0594011,1224,30,1,Rokietnica,poznański,Wielkopolskie,143171,5200,Krzyszkowo
0322324,937,12,1,Kocmyrzów-Luborzyca,krakowski,Małopolskie,104684,2087,Krzysztoforzyce
0501989,987,16,1,Pokój,namysłowski,Opolskie,108001,2614,Krzywa Góra
0677180,1081,6,1,Krzywda,łukowski,Lubelskie,109673,3611,Krzywda
0795590,1119,18,1,Jeżowe,niżański,Podkarpackie,129690,3956,Krzywdy
0765553,1187,28,1,Prostki,ełcki,Warmińsko-mazurskie,139731,4631,Krzywe
0511500,972,14,1,Klembów,wołomiński,Mazowieckie,100339,2496,Krzywica
0505065,985,16,1,Wołczyn,kluczborski,Opolskie,107873,2598,Krzywiczyny
